Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U26,MIC94090YC6,SOT-363_SC-70-6,155.35,-89.855,-90,top
U27,MIC94090YC6,SOT-363_SC-70-6,168.2325,-89.8375,-90,top
U28,MIC94090YC6,SOT-363_SC-70-6,175.9525,-89.7975,-90,top
U29,MIC94090YC6,SOT-363_SC-70-6,173.375,-89.8275,-90,top
U30,MIC94090YC6,SOT-363_SC-70-6,165.6625,-89.84,-90,top
U31,MIC94090YC6,SOT-363_SC-70-6,157.91,-89.8025,-90,top
U32,INA3221,Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm,123.295,-77.576,0,top
U33,INA3221,Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm,169.395,-78.246,0,top
U34,INA3221,Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm,146.375,-77.676,0,top
U50,BQ24610,VQFN-24-1EP_4x4mm_P0.5mm_EP2.45x2.45mm,161.0775,-100.2035,-90,top
U114,TPS3430WQDRCRQ1,TPS3430WQDRCRQ1,161.3422,-134.000999,0,top
U221,TPS5430DDA,TI_SO-PowerPAD-8_ThermalVias,108.75,-118.7085,-90,top
