Ref,Val,Package,PosX,PosY,Rot,Side
"Q101","Si7617DN","Vishay_PowerPAK_1212-8_Single",167.005000,-102.373500,180.000000,top
"Q200","AO3400A","SOT-23",155.995000,-137.333500,-90.000000,top
"Q201","AO3400A","SOT-23",140.085000,-137.311000,-90.000000,top
"R1","0.33","R_1206_3216Metric",184.295000,-78.246000,-90.000000,top
"R2","0.33","R_1206_3216Metric",162.125000,-77.526000,-90.000000,top
"R2_FAULT1","102kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",173.480000,-119.951000,90.000000,top
"R2_ILIM1","88.7kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",168.150000,-123.011000,-90.000000,top
"R4","0.05","R_1206_3216Metric",130.980000,-77.561000,-90.000000,top
"R5","10k","R_0805_2012Metric",131.707500,-80.823500,0.000000,top
"R5_FAULT1","102kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",134.620000,-128.764000,-90.000000,top
"R5_ILIM1","226kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",128.490000,-127.634000,180.000000,top
"R6","10k","R_0805_2012Metric",131.737500,-82.743500,0.000000,top
"R6_FAULT1","102kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",134.860000,-117.064000,-90.000000,top
"R6_ILIM1","226kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",128.710000,-116.074000,180.000000,top
"R7_FAULT1","102kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",126.860000,-102.670000,180.000000,top
"R7_ILIM1","226kR","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",133.855000,-103.037500,0.000000,top
"R12","0.33","R_1206_3216Metric",180.525000,-74.426000,0.000000,top
"R13","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",178.842500,-115.761000,0.000000,top
"R14","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",178.852500,-114.191000,0.000000,top
"R15","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",157.562500,-114.268500,90.000000,top
"R16","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",145.877500,-96.210000,-90.000000,top
"R17","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",183.860000,-110.251000,90.000000,top
"R18","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",116.740000,-95.581000,90.000000,top
"R19","5kR","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",117.300000,-118.601000,90.000000,top
"R20","0.33","R_1206_3216Metric",158.385000,-73.826000,0.000000,top
"R21","0.05","R_1206_3216Metric",134.780000,-73.831000,180.000000,top
"R22","10k","R_0805_2012Metric",177.407500,-83.413500,0.000000,top
"R23","100k","R_0805_2012Metric",182.220000,-116.350000,90.000000,top
"R25","25k","R_0805_2012Metric",182.977500,-119.040000,0.000000,top
"R31","10k","R_0805_2012Metric",155.257500,-80.841000,0.000000,top
"R32","10k","R_0805_2012Metric",177.397500,-81.503500,0.000000,top
"R33","10k","R_0805_2012Metric",161.497500,-80.841000,180.000000,top
"R34","0.33","R_1206_3216Metric",176.715000,-78.236000,90.000000,top
"R35","0.33","R_1206_3216Metric",154.605000,-77.543500,90.000000,top
"R36","0.05","R_1206_3216Metric",138.600000,-77.613500,90.000000,top
"R37","10k","R_0805_2012Metric",115.182500,-80.866000,180.000000,top
"R38","10k","R_0805_2012Metric",108.952500,-80.846000,0.000000,top
"R39","0.05","R_1206_3216Metric",115.800000,-77.568500,90.000000,top
"R40","0.33","R_1206_3216Metric",173.167500,-78.261000,-90.000000,top
"R41","0.33","R_1206_3216Metric",150.140000,-77.628500,-90.000000,top
"R42","0.05","R_1206_3216Metric",119.527500,-77.553500,-90.000000,top
"R43","10k","R_0805_2012Metric",120.215000,-80.821000,0.000000,top
"R44","10k","R_0805_2012Metric",120.215000,-82.761000,0.000000,top
"R45","0.33","R_1206_3216Metric",169.367500,-74.481000,0.000000,top
"R46","0.33","R_1206_3216Metric",146.390000,-73.911000,0.000000,top
"R47","0.05","R_1206_3216Metric",123.295000,-73.811000,180.000000,top
"R48","10k","R_0805_2012Metric",166.302500,-83.428500,0.000000,top
"R49","10k","R_0805_2012Metric",149.502500,-80.896000,180.000000,top
"R50","10k","R_0805_2012Metric",166.310000,-81.488500,0.000000,top
"R51","10k","R_0805_2012Metric",143.262500,-80.896000,0.000000,top
"R52","0.33","R_1206_3216Metric",165.575000,-77.611000,90.000000,top
"R53","0.33","R_1206_3216Metric",142.600000,-77.648500,90.000000,top
"R54","0.05","R_1206_3216Metric",127.057500,-77.523500,90.000000,top
"R55","8k","R_0805_2012Metric",182.985000,-120.980000,180.000000,top
"R57","88.2k","R_0805_2012Metric",106.780000,-91.171000,-90.000000,top
"R58","10k","R_0805_2012Metric",108.740000,-91.171000,90.000000,top
"R59","33k","R_0805_2012Metric",161.890000,-105.412500,-90.000000,top
"R60","10k","R_0805_2012Metric",159.960000,-105.410000,90.000000,top
"R64","10k","R_0805_2012Metric",158.020000,-105.407500,90.000000,top
"R65","150k","R_0805_2012Metric",156.090000,-105.387500,-90.000000,top
"R66","56k","R_0805_2012Metric",153.505000,-99.300000,180.000000,top
"R67","10k","R_0805_2012Metric",153.487500,-97.340000,0.000000,top
"R80","10k","R_0805_2012Metric",126.100000,-98.540000,-90.000000,top
"R81","10k","R_0805_2012Metric",131.380000,-98.580000,-90.000000,top
"R82","70k","R_0805_2012Metric",157.380000,-102.000000,-90.000000,top
"R83","10k","R_0805_2012Metric",155.460000,-102.000000,90.000000,top
"R84","10k","R_0805_2012Metric",158.140000,-94.400000,90.000000,top
"R85","10k","R_0805_2012Metric",156.170000,-94.382500,-90.000000,top
"R86","10k","R_0805_2012Metric",160.080000,-94.400000,-90.000000,top
"R87","10k","R_0805_2012Metric",153.465000,-95.380000,0.000000,top
"R88","10k","R_0805_2012Metric",156.877500,-97.050000,0.000000,top
"R91","10K","R_0805_2012Metric",169.530000,-93.690000,180.000000,top
"R128","102k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",165.670000,-135.441000,0.000000,top
"R129","16.5k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",165.672200,-133.940999,0.000000,top
"R300","Heater","PinHeader_1x02_P2.54mm_Vertical",146.230000,-137.121000,-90.000000,top
"R301","Heater","PinHeader_1x02_P2.54mm_Vertical",149.860000,-137.131000,90.000000,top
"R570","10.0k","R_0805_2012Metric",108.700000,-113.251000,-90.000000,top
"R571","3.24k","R_0805_2012Metric",106.750000,-113.251000,90.000000,top
"RSR1","0.01","R_2010_5025Metric_Pad1.40x2.65mm_HandSolder",184.270000,-100.193500,180.000000,top
"RSR2","0.01","R_2010_5025Metric_Pad1.40x2.65mm_HandSolder",164.427500,-94.403500,180.000000,top
"SW1","KMR221GLFS","KMR221G LFS",132.990000,-122.591000,90.000000,top
"U1","MIC94090YC6","SOT-363_SC-70-6",183.705000,-89.777500,-90.000000,top
"U2","MIC94090YC6","SOT-363_SC-70-6",178.532500,-89.770000,-90.000000,top
"U3","TCAN330","SOIC-8_3.9x4.9mm_P1.27mm",163.380000,-119.913500,180.000000,top
"U4","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",134.805000,-77.606000,0.000000,top
"U5","CY15B104QN-50SXI","CY15B104QN-50SXI",127.815000,-121.867500,-90.000000,top
"U6","CY15B104QN-50SXI","CY15B104QN-50SXI",128.105000,-110.327500,-90.000000,top
"U7","CY15B104QN-50SXI","CY15B104QN-50SXI",134.470000,-108.824000,90.000000,top
"U8","TMP1075DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",155.142500,-114.208500,0.000000,top
"U9","TMP1075DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",148.317500,-96.152500,180.000000,top
"U10","TMP1075DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",136.607500,-91.081000,0.000000,top
"U11","TMP1075DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",181.470000,-110.221000,0.000000,top
"U12","TMP1075DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",114.310000,-95.411000,0.000000,top
"U13","MIC94090YC6","SOT-363_SC-70-6",181.112500,-89.767500,-90.000000,top
"U14","TMP1075DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",114.920000,-118.581000,0.000000,top
"U15","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",180.487500,-78.206000,0.000000,top
"U16","STM32U5A5VJTx","LQFP-100_14x14mm_P0.5mm",148.195654,-124.785857,0.000000,top
"U17","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",158.365000,-77.586000,0.000000,top
"U18","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",112.045000,-77.616000,0.000000,top
"U19","ITS716G","SOIC-20W_7.5x12.8mm_P1.27mm",128.157500,-90.891000,90.000000,top
"U21","TPS5430DDA","TI_SO-PowerPAD-8_ThermalVias",108.530000,-96.661000,-90.000000,top
"U22","TPS62130","VQFN-16-1EP_3x3mm_P0.5mm_EP1.68x1.68mm_ThermalVias",185.350000,-115.781798,0.000000,top
"U23","MIC94090YC6","SOT-363_SC-70-6",170.812500,-89.830000,-90.000000,top
"U24","MIC94090YC6","SOT-363_SC-70-6",163.082500,-89.847500,-90.000000,top
"U25","MIC94090YC6","SOT-363_SC-70-6",160.572500,-89.805000,-90.000000,top
"U26","MIC94090YC6","SOT-363_SC-70-6",155.350000,-89.855000,-90.000000,top
"U27","MIC94090YC6","SOT-363_SC-70-6",168.232500,-89.837500,-90.000000,top
"U28","MIC94090YC6","SOT-363_SC-70-6",175.952500,-89.797500,-90.000000,top
"U29","MIC94090YC6","SOT-363_SC-70-6",173.375000,-89.827500,-90.000000,top
"U30","MIC94090YC6","SOT-363_SC-70-6",165.662500,-89.840000,-90.000000,top
"U31","MIC94090YC6","SOT-363_SC-70-6",157.910000,-89.802500,-90.000000,top
"U32","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",123.295000,-77.576000,0.000000,top
"U33","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",169.395000,-78.246000,0.000000,top
"U34","INA3221","Texas_RGV0016A_VQFN-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm",146.375000,-77.676000,0.000000,top
"U50","BQ24610","VQFN-24-1EP_4x4mm_P0.5mm_EP2.45x2.45mm",161.077500,-100.203500,-90.000000,top
"U114","TPS3430WQDRCRQ1","TPS3430WQDRCRQ1",161.342200,-134.000999,0.000000,top
"U221","TPS5430DDA","TI_SO-PowerPAD-8_ThermalVias",108.750000,-118.708500,-90.000000,top
