Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C37,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,119.7625,-100.712482,180,bottom
C38,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,119.7625,-98.712482,180,bottom
C39,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,119.475,-88.637482,-90,bottom
C40,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,115.6875,-87.712482,0,bottom
C41,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,121.225,-95.499982,90,bottom
C42,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,123.475,-88.674982,-90,bottom
C43,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,113.56116,-122.4375,-90,bottom
C44,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,112.06116,-122.4375,90,bottom
C45,10uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,117.31116,-132.825,0,bottom
C46,10uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,117.31116,-134.825,0,bottom
C49,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,154.474,-123.14308,-90,bottom
C50,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,152.974,-123.14308,90,bottom
C51,10uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,158.224,-135.53058,0,bottom
C52,10uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,158.224,-133.53058,0,bottom
C55,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,124.99375,-122.05,180,bottom
C57,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,164.2,-121.8,180,bottom
D10,1N4148,D_SOD-523,115.56116,-123.325,0,bottom
D11,1N4148,D_SOD-523,156.524,-124.03058,0,bottom
FB1,FerriteBead_Small,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,131,-137.75,-90,bottom
FB2,FerriteBead_Small,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,170,-137.75,-90,bottom
IC2,TPS2552DRVT-1,TPS2552DRVT-1,140.4,-121.05,90,bottom
IC3,TPS2552DRVT-1,TPS2552DRVT-1,178.85,-120.75,90,bottom
IC6,TPS2552DRVT-1,TPS2552DRVT-1,174.475,-93.85,180,bottom
IC7,TPS2552DRVT-1,TPS2552DRVT-1,174.475,-100.15,180,bottom
IC8,TPS2552DRVT-1,TPS2552DRVT-1,174.525,-106.35,180,bottom
IC13,TMUX1574PWR,TMUX1574PWR,113.475,-106.625,180,bottom
IC14,TMUX1574PWR,TMUX1574PWR,124.225,-106.625,180,bottom
Q13,MMBT2222A,SOT-23,128.69375,-124.8,0,bottom
Q14,MMBT2222A,SOT-23,124.63125,-119.3,180,bottom
Q18,MMBT2222A,SOT-23,168.2,-124.6,0,bottom
Q19,MMBT2222A,SOT-23,164,-119,180,bottom
R1,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,130.5,-130,0,bottom
R1_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,139.6,-118.45,180,bottom
R1_ILIM1,88.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,139.6,-123.7,180,bottom
R2,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,130.5,-132,0,bottom
R3,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,130.5,-134,0,bottom
R3_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,178.25,-118,180,bottom
R3_ILIM1,88.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,178,-123.5,180,bottom
R4,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,169.5,-130,0,bottom
R5,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,169.5,-132,0,bottom
R5_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,171.725,-94.1,90,bottom
R5_ILIM1,226kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,177.225,-94.1,90,bottom
R6,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,169.5,-134,0,bottom
R6_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,171.675,-100.25,90,bottom
R6_ILIM1,226kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,177.175,-100.25,90,bottom
R7_FAULT2,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,171.725,-106.7,90,bottom
R7_ILIM2,226kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,177.225,-106.7,90,bottom
R12,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,173.75,-132.5,90,bottom
R13,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,134.75,-132.5,90,bottom
R14,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,181.4125,-94.4125,90,bottom
R15,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,181.4125,-100.3375,90,bottom
R16,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,181.4125,-106.5875,90,bottom
R18,4.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,115.725,-94.174982,180,bottom
R19,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,115.725,-96.174982,180,bottom
R20,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,121.475,-88.674982,90,bottom
R21,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-95.924982,0,bottom
R22,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-97.924982,0,bottom
R23,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-89.924982,0,bottom
R24,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-93.924982,0,bottom
R25,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-99.924982,180,bottom
R26,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-87.924982,0,bottom
R27,22.1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.725,-91.924982,0,bottom
R28,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,110.56116,-127.825,90,bottom
R29,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,116.33616,-119.3,0,bottom
R30,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,116.33616,-121.3,180,bottom
R31,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,113.56116,-132.825,180,bottom
R32,5kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,110.56116,-131.575,-90,bottom
R34,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,113.56116,-134.825,0,bottom
R39,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,151.224,-128.53058,90,bottom
R40,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,157.224,-120.28058,0,bottom
R41,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,157.224,-122.28058,180,bottom
R42,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,154.474,-133.53058,180,bottom
R43,5kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,151.224,-132.28058,-90,bottom
R45,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,154.474,-135.53058,0,bottom
R52,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,124.88125,-125.8,180,bottom
R53,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.63125,-118.05,0,bottom
R54,5kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,124.88125,-123.8,180,bottom
R55,5kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.63125,-120.05,0,bottom
R59,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,164.2,-125.6,180,bottom
R60,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168,-117.8,0,bottom
R61,5kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,164.2,-123.6,180,bottom
R62,5kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168,-119.8,0,bottom
U8,TMP1075DSG,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,118.975,-94.424982,90,bottom
U9,TMP1075DSG,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,176.35,-133.25,180,bottom
U10,TMP1075DSG,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,137.325,-133.25,180,bottom
U11,TMP1075DSG,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,183.9125,-94.5,180,bottom
U12,TMP1075DSG,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,183.9125,-100.5,180,bottom
U13,TMP1075DSG,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,183.9125,-106.655,180,bottom
U14,LM393,SOIC-8_3.9x4.9mm_P1.27mm,114.31116,-127.825,-90,bottom
U15,LM393,SOIC-8_3.9x4.9mm_P1.27mm,155.129,-128.55558,-90,bottom
C2_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,180.28625,-70,180,top
C3,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,139.325,-99.074982,0,top
C4_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,180.317529,-80,180,top
C7_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,139.325,-94.824982,180,top
C24,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,180.28625,-74.25,0,top
C25,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,180.342529,-84.5,0,top
C26,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,179.8875,-114,0,top
C30,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.7375,-92,180,top
C31,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,148.8875,-92.25,0,top
C47,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,112.34866,-130.75,0,top
C48,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,116.17366,-130.75,0,top
C53,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,153.149,-131.71183,0,top
C54,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,157.149,-131.71183,0,top
C56,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,128.51875,-116.3,0,top
C58,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,167.8,-116,0,top
D1,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,129.3425,-131,0,top
D2,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,129.3425,-130.25,0,top
D3,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,129.3425,-129.5,0,top
D4,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,168.3175,-131,0,top
D5,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,168.3175,-130.25,0,top
D6,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,168.3175,-129.5,0,top
D7,SS14,D_SMA,143.75,-87.5,90,top
D8,SS14,D_SMA,147.25,-87.5,90,top
D9,SS14,D_SMA,150.75,-87.5,90,top
IC1,TPS2552DRVT-1,TPS2552DRVT-1,139.275,-96.924982,180,top
IC4,TPS2552DRVT-1,TPS2552DRVT-1,180.23625,-72.15,180,top
IC5,TPS2552DRVT-1,TPS2552DRVT-1,180.255029,-82.25,180,top
IC9,TMUX1574PWR,TMUX1574PWR,164.062,-107.5,180,top
IC10,TMUX1574PWR,TMUX1574PWR,164.062,-101.75,180,top
IC11,TMUX1574PWR,TMUX1574PWR,164.062,-96.025,180,top
IC12,TMUX1574PWR,TMUX1574PWR,164.062,-90.25,180,top
IC15,TMUX1574PWR,TMUX1574PWR,137.661515,-106.574982,0,top
IC16,IS22EF08GP-JCLA2,IS22EF08GP-JCLA2,118.975,-94.424982,-90,top
Q1,MMBT2222A,SOT-23,112.13616,-127.75,180,top
Q2,MMBT2222A,SOT-23,116.08616,-137.9375,-90,top
Q3,MMBT2222A,SOT-23,116.38616,-127.75,0,top
Q4,MMBT2222A,SOT-23,112.63616,-137.9375,90,top
Q5,MMBT2222A,SOT-23,112.13616,-124,180,top
Q6,MMBT2222A,SOT-23,152.9615,-128.71183,180,top
Q7,MMBT2222A,SOT-23,156.849,-138.89933,-90,top
Q8,MMBT2222A,SOT-23,157.3365,-128.66183,0,top
Q9,MMBT2222A,SOT-23,153.349,-138.89933,90,top
Q10,MMBT2222A,SOT-23,152.9615,-125.01183,180,top
Q11,MMBTA94,SOT-23,128.69375,-124.8,0,top
Q12,MMBTA94,SOT-23,124.63125,-119.3,180,top
Q15,MMBT2222A,SOT-23,132.56875,-119.3,0,top
Q16,MMBTA94,SOT-23,168.1375,-124.55,0,top
Q17,MMBTA94,SOT-23,164,-119,180,top
Q20,MMBT2222A,SOT-23,171.8,-119,0,top
R2_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,177.53625,-71.25,-90,top
R2_ILIM1,88.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,183.03625,-71.25,-90,top
R4_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,177.5,-81.25,-90,top
R4_ILIM1,88.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,182.955029,-81,-90,top
R7,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,177.25,-143,0,top
R7_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,136.588095,-96.324982,-90,top
R7_ILIM1,108kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,142.088095,-96.074982,-90,top
R8,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,137,-143.25,0,top
R9,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,173.5,-143,180,top
R10,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,179.8375,-111,0,top
R11,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,179.8375,-112.5,0,top
R17,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,152.75,-92.25,180,top
R33,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,111.08616,-134,90,top
R35,750kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,113.08616,-134,90,top
R36,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,115.13616,-134,90,top
R37,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,117.13616,-134,90,top
R38,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,116.33616,-124.25,180,top
R44,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,152.099,-134.89933,90,top
R46,750kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,154.099,-134.89933,90,top
R47,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,156.099,-134.89933,90,top
R48,1kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,158.099,-134.89933,90,top
R49,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,157.149,-125.21183,180,top
R50,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.63125,-122.05,180,top
R51,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.63125,-120.05,180,top
R56,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.63125,-118.05,0,top
R57,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168,-121.8,180,top
R58,10kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168,-119.8,180,top
R63,100kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168,-117.8,0,top
S1,RESET,KMR731NGLFS,118.2,-146.7,0,top
S2,RESET,KMR731NGLFS,178.7,-146.7,0,top
U1,TCAN330,SOIC-8_3.9x4.9mm_P1.27mm,186.92375,-72.595,90,top
U2,TCAN330,SOIC-8_3.9x4.9mm_P1.27mm,186.960029,-82.25,90,top
U3,STM32U5A5RJTx,LQFP-64_10x10mm_P0.5mm,137.325,-133.25,0,top
U4,STM32U5A5RJTx,LQFP-64_10x10mm_P0.5mm,176.325,-133.25,0,top
U5,CY15B104QN-50SXI,CY15B104QN-50SXI,183.916,-94.4106,0,top
U6,CY15B104QN-50SXI,CY15B104QN-50SXI,183.9125,-100.5,0,top
U7,CY15B104QN-50SXI,CY15B104QN-50SXI,183.9125,-106.655,0,top
